"","index","month","day","hour","Orders","temperature_2m...C.","precipitation..mm.","rain..mm.","cloudcover....","cloudcover_low....","cloudcover_mid....","cloudcover_high....","windspeed_10m..km.h.","winddirection_10m....","Friday","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","hr_0","hr_1","hr_2","hr_3","hr_4","hr_5","hr_6","hr_7","hr_8","hr_9","hr_10","hr_11","hr_12","hr_13","hr_14","hr_15","hr_16","hr_17","hr_18","hr_19","hr_20","hr_21","hr_22","hr_23"
"3522",3522,5,27,3,55,22.9,0,0,19,0,17,29,9.3,196,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3523",3523,5,27,4,32,21.7,0,0,20,0,16,33,7.4,203,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3524",3524,5,27,5,34,21,0,0,14,0,7,33,7,201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3525",3525,5,27,6,103,20.7,0,0,14,0,17,14,7.6,205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526",3526,5,27,7,187,20.5,0,0,41,0,43,51,6.2,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3527",3527,5,27,8,236,20.4,0,0,25,0,34,14,6.5,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528",3528,5,27,9,206,19.8,0,0,11,4,11,2,6.4,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3529",3529,5,27,10,205,20.7,0,0,23,0,28,19,6,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3530",3530,5,27,11,213,20.8,0,0,20,0,11,44,3.2,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3531",3531,5,27,12,224,20.9,0,0,26,0,22,44,4.4,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3532",3532,5,27,13,196,21.4,0,0,27,0,14,62,5,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3533",3533,5,27,14,214,22.5,0,0,32,0,9,89,5.4,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3534",3534,5,27,15,204,25,0,0,33,0,9,93,5.8,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3535",3535,5,27,16,185,26.1,0,0,41,0,24,90,6.2,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3536",3536,5,27,17,201,27.4,0,0,33,0,14,82,7.2,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3537",3537,5,27,18,250,27.6,0.2,0.2,49,14,17,87,10.1,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3538",3538,5,27,19,249,28.2,1.2,1.2,44,8,19,86,15,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3539",3539,5,27,20,212,27.9,0.2,0.2,53,14,25,86,10.8,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3540",3540,5,27,21,209,27.7,0,0,64,13,42,89,9.7,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3541",3541,5,27,22,223,25.8,0.2,0.2,52,10,25,93,8,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3542",3542,5,27,23,208,25.9,0,0,36,0,23,74,9,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3543",3543,5,28,0,173,25.3,0,0,34,0,22,69,10.8,178,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3544",3544,5,28,1,161,24.7,0,0,41,0,31,75,12.4,197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3545",3545,5,28,2,133,24.1,0,0,29,0,22,54,13.7,210,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3546",3546,5,28,3,68,23,0,0,13,1,14,12,14.7,216,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3547",3547,5,28,4,64,22.8,0,0,20,1,18,27,14.1,218,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3548",3548,5,28,5,34,22.2,0,0,25,0,14,55,13.3,221,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3549",3549,5,28,6,41,21.9,0,0,33,0,18,73,12,219,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3550",3550,5,28,7,71,21.6,0,0,28,0,14,66,11.4,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3551",3551,5,28,8,105,21.2,0,0,25,0,6,72,10.7,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3552",3552,5,28,9,123,20.7,0,0,29,0,10,76,10.2,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3553",3553,5,28,10,175,21.6,0,0,62,0,65,78,6.9,208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3554",3554,5,28,11,215,21.7,0,0,76,0,96,60,8.7,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3555",3555,5,28,12,180,22.3,0,0,86,4,96,81,7.4,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3556",3556,5,28,13,215,22.7,0,0,93,9,98,86,8.4,230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3557",3557,5,28,14,191,24.1,0,0,83,1,92,88,7.8,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3558",3558,5,28,15,201,26.3,0,0,86,0,96,94,7.8,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3559",3559,5,28,16,168,27.5,0,0,75,0,78,94,8.4,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3560",3560,5,28,17,223,28.9,0,0,68,0,67,92,10.6,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3561",3561,5,28,18,246,29.6,0,0,62,0,59,89,12.6,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3562",3562,5,28,19,233,30,0,0,41,0,35,68,13.4,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3563",3563,5,28,20,160,30.5,0,0,18,2,20,15,13,208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3564",3564,5,28,21,213,30.7,0,0,42,5,50,25,12.4,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3565",3565,5,28,22,209,28.7,0,0,54,10,54,42,7.7,208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3566",3566,5,28,23,180,27.7,0,0,47,1,51,53,6.5,214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3567",3567,5,29,0,172,26.8,0,0,30,0,28,45,7.7,208,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3568",3568,5,29,1,150,26.8,0,0,29,0,27,42,10.1,207,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3569",3569,5,29,2,111,26.1,0,0,25,0,19,46,12.1,207,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3570",3570,5,29,3,108,24.6,0,0,18,0,22,15,13.4,207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3571",3571,5,29,4,51,24.2,0,0,17,0,17,21,13.5,214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3572",3572,5,29,5,19,23.1,0,0,18,0,18,23,12,219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3573",3573,5,29,6,30,22.7,0,0,17,0,20,18,10.5,221,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3574",3574,5,29,7,50,22.4,0,0,11,0,14,9,10.4,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3575",3575,5,29,8,68,22,0,0,13,4,15,1,9.4,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3576",3576,5,29,9,108,21.3,0,0,11,3,14,0,7.7,229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3577",3577,5,29,10,140,21.8,0,0,21,5,21,12,8.4,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3578",3578,5,29,11,152,21.8,0,0,55,20,42,39,8.3,236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3579",3579,5,29,12,198,22.5,0,0,59,14,37,81,8.6,237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3580",3580,5,29,13,197,23.3,0,0,54,6,33,97,7.2,243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3581",3581,5,29,14,191,24.2,0,0,44,6,16,97,6.2,234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3582",3582,5,29,15,169,26.3,0,0,38,2,14,91,7.9,204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3583",3583,5,29,16,163,27,0,0,27,0,3,85,10.2,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3584",3584,5,29,17,200,27.8,0,0,24,1,3,71,12.6,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3585",3585,5,29,18,197,28.6,0,0,16,0,1,50,14.6,171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3586",3586,5,29,19,211,29.1,0,0,20,0,0,68,16.7,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3587",3587,5,29,20,159,28.3,0,0,25,0,1,80,18.6,158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3588",3588,5,29,21,187,27.2,0,0,29,1,1,91,18.3,158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3589",3589,5,29,22,137,24.5,0,0,34,2,4,99,15.3,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3590",3590,5,29,23,170,23.8,0,0,35,2,5,100,14.3,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3591",3591,5,30,0,125,22.8,0,0,49,5,25,98,12.7,155,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3592",3592,5,30,1,79,22.5,0,0,69,7,54,100,10.8,165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3593",3593,5,30,2,74,22.2,0,0,84,6,81,100,10.9,174,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3594",3594,5,30,3,34,21.8,0.3,0.3,91,4,95,100,9.4,184,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3595",3595,5,30,4,35,21.5,0,0,94,5,99,100,8.1,193,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3596",3596,5,30,5,21,21.2,0.4,0.4,100,14,100,100,6.5,186,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3597",3597,5,30,6,28,20.7,1.7,1.7,100,16,100,100,6.9,174,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3598",3598,5,30,7,47,20.5,0.9,0.9,100,51,97,100,8.4,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3599",3599,5,30,8,49,20.5,0.9,0.9,100,91,79,100,9.4,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3600",3600,5,30,9,74,20.2,0.7,0.7,100,100,82,97,10.3,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3601",3601,5,30,10,110,20.2,1,1,100,100,95,91,3.4,212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3602",3602,5,30,11,139,20.3,0.8,0.8,100,99,87,68,2.2,279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3603",3603,5,30,12,154,20.6,0.3,0.3,100,95,98,93,2.6,164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3604",3604,5,30,13,173,20.8,0,0,100,99,100,99,5.4,188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3605",3605,5,30,14,174,21.9,0,0,100,86,100,100,5.9,223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3606",3606,5,30,15,181,23.5,0.1,0.1,100,59,99,99,4.8,228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3607",3607,5,30,16,175,23.8,0,0,100,63,70,100,5.4,184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3608",3608,5,30,17,183,24.5,0,0,77,37,23,100,6.8,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3609",3609,5,30,18,195,25.5,0,0,80,51,7,100,8,216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3610",3610,5,30,19,181,25.8,0,0,68,44,0,96,9.5,209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3611",3611,5,30,20,156,24,0,0,72,44,5,98,11.1,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3612",3612,5,30,21,163,23.8,0,0,78,48,9,98,12.2,204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3613",3613,5,30,22,135,25,0,0,45,5,18,99,11.9,183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3614",3614,5,30,23,113,24.4,0,0,41,0,19,100,10.7,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3615",3615,5,31,0,60,23.5,0,0,54,7,29,100,13,199,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3616",3616,5,31,1,31,23.3,0.3,0.3,53,14,17,100,13.9,205,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3617",3617,5,31,2,28,23.1,0,0,44,14,2,100,13,214,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3618",3618,5,31,3,9,22.7,0,0,38,9,0,100,12.5,221,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3619",3619,5,31,4,21,22.4,0,0,65,39,0,100,11.8,218,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620",3620,5,31,5,39,22.1,0,0,96,70,6,98,11.7,214,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3621",3621,5,31,6,99,22.2,0,0,100,100,5,98,11,221,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3622",3622,5,31,7,206,21.9,0,0,100,100,8,98,10.2,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3623",3623,5,31,8,229,21.7,0,0,100,100,9,98,10,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3624",3624,5,31,9,217,21.4,0,0,100,99,4,99,9.7,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3625",3625,5,31,10,179,21.9,0,0,100,58,44,98,4.2,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3626",3626,5,31,11,203,21.7,0,0,92,46,37,96,2.4,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3627",3627,5,31,12,204,22.3,0,0,56,18,18,95,3.6,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3628",3628,5,31,13,189,22.9,0,0,55,18,19,92,6.6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3629",3629,5,31,14,212,23.9,0,0,62,24,30,76,7.9,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3630",3630,5,31,15,218,25.9,0,0,50,23,27,43,7.7,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3631",3631,5,31,16,203,26.3,0,0,23,11,19,7,7.1,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3632",3632,5,31,17,241,26.5,0,0,12,3,16,0,5.6,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3633",3633,5,31,18,238,28.6,0,0,24,10,25,0,4.6,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3634",3634,5,31,19,271,29,0.2,0.2,18,5,23,0,5.8,158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3635",3635,5,31,20,257,27.8,0.2,0.2,20,2,30,0,7.4,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3636",3636,5,31,21,224,27.6,0,0,9,2,12,0,10.6,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3637",3637,5,31,22,207,26.1,0,0,10,0,17,0,9.6,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3638",3638,5,31,23,122,25.8,0,0,4,0,7,0,9.6,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3639",3639,6,1,0,74,25.2,0,0,5,0,3,10,8.8,168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3640",3640,6,1,1,55,24.1,0,0,6,4,0,7,9.3,167,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3641",3641,6,1,2,36,23.3,0,0,40,44,0,0,9.8,172,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3642",3642,6,1,3,21,22.3,0,0,59,62,0,12,9.7,184,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3643",3643,6,1,4,26,22,0,0,100,96,0,45,8.6,195,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3644",3644,6,1,5,48,21.9,0,0,100,92,0,71,6.8,205,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3645",3645,6,1,6,137,21.7,0,0,100,84,0,81,1.5,225,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3646",3646,6,1,7,244,21,0,0,100,97,0,87,2.7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3647",3647,6,1,8,258,20.4,0,0,100,79,0,97,8.2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3648",3648,6,1,9,233,19.6,0,0,77,54,0,93,9.2,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3649",3649,6,1,10,224,20.7,0,0,53,24,12,80,9.5,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3650",3650,6,1,11,212,21.1,0,0,36,12,10,63,9,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3651",3651,6,1,12,237,21.8,0,0,30,0,18,65,9,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3652",3652,6,1,13,211,23.1,0,0,35,0,28,61,8.6,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3653",3653,6,1,14,217,24.4,0,0,39,0,35,60,8.7,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3654",3654,6,1,15,200,26.3,0,0,28,0,13,67,9.5,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3655",3655,6,1,16,174,26.5,0,0,29,0,10,78,10.8,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3656",3656,6,1,17,229,26.5,0,0,28,0,12,68,10.5,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3657",3657,6,1,18,282,26.7,0,0,21,0,1,69,11.1,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3658",3658,6,1,19,317,26.4,0,0,23,0,1,73,12.2,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3659",3659,6,1,20,253,26.3,0,0,20,0,7,52,14.2,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
